"","frequency","ip","country_code","country_name","region_code","region_name","city","zip_code","time_zone","latitude","longitude","metro_code"
"215",193,"118.179.174.140","BD","Bangladesh","C","Dhaka Division","Dhaka","","Asia/Dhaka","23.723","90.409","0"
"216",16,"118.99.149.178","TW","Taiwan","","Taipei","Taipei","","Asia/Taipei","25.039","121.525","0"
"217",321,"119.147.137.94","CN","China","44","Guangdong","Guangzhou","","Asia/Shanghai","23.117","113.25","0"
"218",222,"119.97.202.161","CN","China","42","Hubei","Wuhan","","Asia/Shanghai","30.58","114.273","0"
"219",26,"120.237.96.82","CN","China","","","","","","35","105","0"
"220",12,"121.240.209.150","IN","India","","","","","Asia/Kolkata","20","77","0"
"221",10,"123.159.204.164","CN","China","33","Zhejiang Sheng","Hangzhou","","Asia/Shanghai","30.294","120.161","0"
"222",12,"123.30.190.56","VN","Vietnam","64","Thanh Pho Ha Noi","Hanoi","","Asia/Ho_Chi_Minh","21.033","105.85","0"
"223",600,"1.234.65.197","KR","Republic of Korea","","","","","Asia/Seoul","37.57","126.98","0"
"224",6,"124.234.13.254","CN","China","22","Jilin Sheng","Changchun","","Asia/Shanghai","43.88","125.323","0"
"225",12,"124.2.53.233","KR","Republic of Korea","","","","","Asia/Seoul","37.57","126.98","0"
"226",916,"125.65.245.146","CN","China","51","Sichuan Sheng","Chengdu","","Asia/Shanghai","30.667","104.067","0"
"227",10,"125.69.80.32","CN","China","51","Sichuan Sheng","Chengdu","","Asia/Shanghai","30.667","104.067","0"
"228",1410,"132.70.32.94","IL","Israel","","","","","Asia/Jerusalem","31.5","34.75","0"
"229",12,"140.206.87.166","CN","China","31","Shanghai Shi","Shanghai","","Asia/Shanghai","31.046","121.4","0"
"230",14,"14.139.190.129","IN","India","PY","Union Territory of Puducherry","Puducherry","","Asia/Kolkata","11.93","79.83","0"
"231",270,"144.0.0.200","CN","China","37","Shandong Sheng","Jinan","","Asia/Shanghai","36.668","116.997","0"
"232",26,"162.244.24.233","CA","Canada","ON","Ontario","Kitchener","N2E","America/Toronto","43.424","-80.48","0"
"233",66,"169.53.227.197","US","United States","","","","","","38","-97","0"
"234",368,"171.111.158.207","CN","China","45","Guangxi Zhuangzu Zizhiqu","Nanning","","Asia/Shanghai","22.817","108.317","0"
"235",2,"173.255.243.253","US","United States","NJ","New Jersey","Absecon","08205","America/New_York","39.428","-74.496","504"
"236",48,"175.22.14.71","CN","China","22","Jilin Sheng","Changchun","","Asia/Shanghai","43.88","125.323","0"
"237",150,"177.69.82.113","BR","Brazil","","","","","","-23.548","-46.636","0"
"238",116,"180.210.234.87","CN","China","11","Beijing Shi","Beijing","","Asia/Shanghai","39.929","116.388","0"
"239",1380,"182.100.67.102","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"240",7037,"182.100.67.112","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"241",6331,"182.100.67.113","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"242",4504,"182.100.67.114","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"243",2850,"182.100.67.115","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"244",8801,"183.136.216.3","CN","China","43","Hunan","Zhongxin","","Asia/Shanghai","26.969","109.773","0"
"245",5875,"183.136.216.4","CN","China","43","Hunan","Zhongxin","","Asia/Shanghai","26.969","109.773","0"
"246",6369,"183.136.216.6","CN","China","43","Hunan","Zhongxin","","Asia/Shanghai","26.969","109.773","0"
"247",2,"185.24.234.83","IE","Ireland","","","","","Europe/Dublin","53.348","-6.26","0"
"248",4,"185.60.229.64","PL","Poland","","","","","Europe/Warsaw","52.233","21.017","0"
"249",24,"190.15.31.22","CO","Colombia","DC","Bogota D.C.","Bogotá","","America/Bogota","4.649","-74.063","0"
"250",28,"190.9.130.110","VE","Venezuela","","","","","America/Caracas","8","-66","0"
"251",4,"192.3.170.117","US","United States","NY","New York","Buffalo","14221","America/New_York","42.986","-78.728","514"
"252",15,"193.104.41.53","MD","Republic of Moldova","","","","","Europe/Chisinau","47","29","0"
"253",146,"193.107.16.206","RU","Russia","","","","","","55.75","37.617","0"
"254",36,"193.107.17.72","SC","Seychelles","16","English River","Victoria","","Indian/Mahe","-4.617","55.45","0"
"255",12,"193.107.238.31","RU","Russia","","","","","","55.75","37.617","0"
"256",4,"195.130.154.40","BE","Belgium","","","","","Europe/Brussels","50.85","4.35","0"
"257",12,"195.238.181.159","UA","Ukraine","61","Ternopil's'ka Oblast'","Ternopil","","Europe/Kiev","49.556","25.606","0"
"258",4,"195.81.69.241","GB","United Kingdom","","","","","Europe/London","51.5","-0.13","0"
"259",16,"195.94.234.86","RU","Russia","MOW","Moscow","Moscow","","Europe/Moscow","55.752","37.616","0"
"260",1841,"197.254.3.213","KE","Kenya","","","","","Africa/Nairobi","1","38","0"
"261",12,"198.7.230.150","US","United States","RI","Rhode Island","North Kingstown","02852","America/New_York","41.55","-71.467","521"
"262",2,"200.35.78.212","VE","Venezuela","A","Capital","Caracas","","America/Caracas","10.5","-66.917","0"
"263",4,"201.245.165.116","CO","Colombia","","","","","America/Bogota","4.598","-74.076","0"
"264",864,"201.65.241.89","BR","Brazil","","","","","","-23.548","-46.636","0"
"265",6,"202.112.21.74","CN","China","11","Beijing Shi","Beijing","","Asia/Shanghai","39.929","116.388","0"
"266",26,"202.114.106.14","CN","China","42","Hubei","Wuhan","","Asia/Shanghai","30.58","114.273","0"
"267",66,"202.114.72.243","CN","China","42","Hubei","Wuhan","","Asia/Shanghai","30.58","114.273","0"
"268",2,"202.121.199.171","CN","China","31","Shanghai Shi","Shanghai","","Asia/Shanghai","31.046","121.4","0"
"269",66,"202.201.13.178","CN","China","62","Gansu Sheng","Lanzhou","","Asia/Shanghai","36.056","103.792","0"
"270",12,"202.207.240.35","CN","China","14","Shanxi Sheng","Taiyuan","","Asia/Shanghai","37.727","112.471","0"
"271",96,"203.114.104.30","TH","Thailand","","","","","Asia/Bangkok","13.75","100.467","0"
"272",2,"211.144.94.227","CN","China","31","Shanghai Shi","Shanghai","","Asia/Shanghai","31.046","121.4","0"
"273",4,"211.154.139.196","CN","China","44","Guangdong","Shenzhen","","Asia/Shanghai","22.533","114.133","0"
"274",3,"211.90.1.201","CN","China","","","","","","35","105","0"
"275",3,"211.90.3.33","CN","China","","","","","","35","105","0"
"276",15,"213.109.130.73","UA","Ukraine","53","Poltavs'ka Oblast'","Kremenchuk","","Europe/Kiev","49.072","33.428","0"
"277",2,"213.182.43.222","FR","France","","","","","Europe/Paris","48.86","2.35","0"
"278",20,"213.229.93.229","GB","United Kingdom","","","","","Europe/London","51.5","-0.13","0"
"279",2,"218.200.188.213","CN","China","51","Sichuan Sheng","Chengdu","","Asia/Shanghai","30.667","104.067","0"
"280",1127,"218.241.153.80","CN","China","11","Beijing Shi","Beijing","","Asia/Shanghai","39.929","116.388","0"
"281",4,"218.27.204.27","CN","China","22","Jilin Sheng","Changchun","","Asia/Shanghai","43.88","125.323","0"
"282",25,"218.30.99.119","CN","China","11","Beijing Shi","Beijing","","Asia/Shanghai","39.929","116.388","0"
"283",57,"218.61.34.134","CN","China","21","Liaoning","Shenyang","","Asia/Shanghai","41.792","123.433","0"
"284",1889,"218.65.30.107","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"285",777,"218.65.30.23","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"286",5392,"218.65.30.61","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"287",2012,"218.65.30.73","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"288",6301,"218.65.30.92","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"289",1310,"218.87.109.60","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"290",90,"218.87.109.61","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"291",1936,"218.87.109.62","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"292",1788,"218.87.111.107","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"293",858,"218.87.111.108","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"294",809,"218.87.111.109","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"295",1898,"218.87.111.110","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"296",1439,"218.87.111.116","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"297",1147,"218.87.111.117","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"298",3222,"218.87.111.118","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"299",1,"221.131.111.130","CN","China","32","Jiangsu Sheng","Nanjing","","Asia/Shanghai","32.062","118.778","0"
"300",8,"221.203.3.10","CN","China","21","Liaoning","Shenyang","","Asia/Shanghai","41.792","123.433","0"
"301",13745,"221.203.3.18","CN","China","21","Liaoning","Shenyang","","Asia/Shanghai","41.792","123.433","0"
"302",4995,"221.235.188.205","CN","China","42","Hubei","Wuhan","","Asia/Shanghai","30.58","114.273","0"
"303",26740,"221.235.189.176","CN","China","42","Hubei","Wuhan","","Asia/Shanghai","30.58","114.273","0"
"304",1442,"222.161.4.147","CN","China","22","Jilin Sheng","Changchun","","Asia/Shanghai","43.88","125.323","0"
"305",1477,"222.161.4.148","CN","China","22","Jilin Sheng","Changchun","","Asia/Shanghai","43.88","125.323","0"
"306",705,"222.161.4.149","CN","China","22","Jilin Sheng","Changchun","","Asia/Shanghai","43.88","125.323","0"
"307",2,"222.186.34.56","CN","China","32","Jiangsu Sheng","Nanjing","","Asia/Shanghai","32.062","118.778","0"
"308",1480,"222.187.223.214","CN","China","32","Jiangsu Sheng","Nanjing","","Asia/Shanghai","32.062","118.778","0"
"309",4,"222.197.129.60","CN","China","51","Sichuan Sheng","Chengdu","","Asia/Shanghai","30.667","104.067","0"
"310",4,"222.236.44.115","KR","Republic of Korea","","","","","Asia/Seoul","37.57","126.98","0"
"311",12,"27.102.206.54","KR","Republic of Korea","44","Chungcheongnam-do","Kisa","","Asia/Seoul","36.724","126.808","0"
"312",216,"27.112.8.214","CN","China","12","Tianjin Shi","Tianjin","","Asia/Shanghai","39.142","117.177","0"
"313",238,"27.221.10.43","CN","China","37","Shandong Sheng","Jinan","","Asia/Shanghai","36.668","116.997","0"
"314",12,"27.254.67.135","TH","Thailand","","","","","Asia/Bangkok","13.75","100.467","0"
"315",2,"31.184.194.115","RU","Russia","SPE","St.-Petersburg","Saint Petersburg","","Europe/Moscow","59.894","30.264","0"
"316",76,"37.49.226.136","NL","Netherlands","","","","","Europe/Amsterdam","52.367","4.9","0"
"317",3204,"43.255.190.115","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"318",549,"43.255.190.116","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"319",1776,"43.255.190.117","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"320",711,"43.255.190.118","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"321",1287,"43.255.190.119","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"322",2126,"43.255.190.120","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"323",2622,"43.255.190.121","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"324",2706,"43.255.190.122","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"325",2403,"43.255.190.123","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"326",3264,"43.255.190.124","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"327",1704,"43.255.190.125","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"328",888,"43.255.190.126","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"329",3101,"43.255.190.130","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"330",1742,"43.255.190.131","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"331",3091,"43.255.190.132","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"332",1221,"43.255.190.133","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"333",2645,"43.255.190.134","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"334",1135,"43.255.190.135","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"335",1042,"43.255.190.137","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"336",2413,"43.255.190.138","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"337",1212,"43.255.190.139","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"338",2590,"43.255.190.140","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"339",1104,"43.255.190.141","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"340",1946,"43.255.190.142","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"341",882,"43.255.190.143","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"342",1113,"43.255.190.144","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"343",1980,"43.255.190.145","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"344",1290,"43.255.190.146","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"345",1294,"43.255.190.147","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"346",1302,"43.255.190.148","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"347",1919,"43.255.190.149","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"348",2070,"43.255.190.150","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"349",438,"43.255.190.151","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"350",1098,"43.255.190.152","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"351",2782,"43.255.190.153","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"352",432,"43.255.190.154","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"353",1308,"43.255.190.155","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"354",1341,"43.255.190.156","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"355",1533,"43.255.190.157","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"356",1107,"43.255.190.158","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"357",3082,"43.255.190.159","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"358",4840,"43.255.190.160","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"359",2538,"43.255.190.161","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"360",2334,"43.255.190.162","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"361",1775,"43.255.190.163","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"362",4292,"43.255.190.164","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"363",1167,"43.255.190.165","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"364",3276,"43.255.190.166","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"365",2298,"43.255.190.167","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"366",1510,"43.255.190.168","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"367",876,"43.255.190.169","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"368",876,"43.255.190.170","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"369",2141,"43.255.190.171","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"370",1519,"43.255.190.172","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"371",2458,"43.255.190.174","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"372",1058,"43.255.190.175","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"373",3376,"43.255.190.176","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"374",1502,"43.255.190.177","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"375",1534,"43.255.190.182","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"376",1524,"43.255.190.183","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"377",117,"43.255.190.184","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"378",2297,"43.255.190.185","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"379",438,"43.255.190.186","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"380",4125,"43.255.190.187","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"381",1407,"43.255.190.188","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"382",1698,"43.255.190.189","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"383",982,"43.255.190.190","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"384",861,"43.255.190.191","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"385",1563,"43.255.190.89","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"386",1545,"43.255.190.90","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"387",1059,"43.255.190.91","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"388",2615,"43.255.190.92","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"389",1779,"43.255.190.93","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"390",9999,"43.255.191.130","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"391",34780,"43.255.191.131","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"392",39,"43.255.191.134","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"393",14964,"43.255.191.135","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"394",51769,"43.255.191.136","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"395",31564,"43.255.191.138","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"396",38592,"43.255.191.142","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"397",43524,"43.255.191.145","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"398",5805,"43.255.191.147","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"399",3,"43.255.191.151","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"400",5346,"43.255.191.153","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"401",69159,"43.255.191.154","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"402",35679,"43.255.191.156","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"403",5157,"43.255.191.160","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"404",8319,"43.255.191.167","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"405",6,"43.255.191.168","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"406",208,"43.255.191.180","HK","Hong Kong","","","","","Asia/Hong_Kong","22.25","114.167","0"
"407",20840,"46.50.183.70","RU","Russia","NVS","Novosibirskaya Oblast'","Novosibirsk","","Asia/Novosibirsk","55.042","82.935","0"
"408",119,"5.196.147.122","FR","France","","","","","Europe/Paris","48.86","2.35","0"
"409",10,"5.28.153.231","IL","Israel","","","","","Asia/Jerusalem","31.5","34.75","0"
"410",8,"5.39.221.12","NL","Netherlands","","","","","Europe/Amsterdam","52.367","4.9","0"
"411",18,"54.159.235.137","US","United States","VA","Virginia","Ashburn","20147","America/New_York","39.044","-77.488","511"
"412",8,"58.206.126.23","CN","China","61","Shaanxi","Xi'an","","Asia/Shanghai","34.258","108.929","0"
"413",11,"58.206.126.24","CN","China","61","Shaanxi","Xi'an","","Asia/Shanghai","34.258","108.929","0"
"414",12,"58.206.126.29","CN","China","61","Shaanxi","Xi'an","","Asia/Shanghai","34.258","108.929","0"
"415",52,"58.218.211.166","CN","China","32","Jiangsu Sheng","Nanjing","","Asia/Shanghai","32.062","118.778","0"
"416",46,"58.218.211.180","CN","China","32","Jiangsu Sheng","Nanjing","","Asia/Shanghai","32.062","118.778","0"
"417",205,"58.247.128.138","CN","China","31","Shanghai Shi","Shanghai","","Asia/Shanghai","31.046","121.4","0"
"418",26,"58.67.159.31","CN","China","41","Henan Sheng","Guoji","","Asia/Shanghai","32.978","113.122","0"
"419",12,"59.152.205.215","HK","Hong Kong","","","Central District","","Asia/Hong_Kong","22.283","114.15","0"
"420",2693,"59.47.0.152","CN","China","21","Liaoning","Shenyang","","Asia/Shanghai","41.792","123.433","0"
"421",12,"59.4.98.43","KR","Republic of Korea","","","","","Asia/Seoul","37.57","126.98","0"
"422",36,"59.53.94.9","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"423",14937,"59.63.192.196","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"424",209,"59.63.192.198","CN","China","36","Jiangxi Sheng","Nanchang","","Asia/Shanghai","28.55","115.933","0"
"425",34,"60.190.71.52","CN","China","33","Zhejiang Sheng","Wenzhou","","Asia/Shanghai","27.999","120.667","0"
"426",2,"61.158.162.40","CN","China","41","Henan Sheng","Zhengzhou","","Asia/Shanghai","34.684","113.533","0"
"427",62,"61.166.189.69","CN","China","53","Yunnan","Kunming","","Asia/Shanghai","25.039","102.718","0"
"428",24,"61.168.229.114","CN","China","41","Henan Sheng","Zhengzhou","","Asia/Shanghai","34.684","113.533","0"
"429",6,"61.174.49.105","CN","China","33","Zhejiang Sheng","Huzhou","","Asia/Shanghai","30.87","120.093","0"
"430",2268,"61.174.49.106","CN","China","33","Zhejiang Sheng","Huzhou","","Asia/Shanghai","30.87","120.093","0"
"431",22,"61.178.42.254","CN","China","62","Gansu Sheng","Lanzhou","","Asia/Shanghai","36.056","103.792","0"
"432",30,"67.23.33.158","US","United States","TX","Texas","San Antonio","78218","America/Chicago","29.489","-98.399","641"
"433",12,"70.33.231.36","US","United States","NY","New York","New York","10004","America/New_York","40.689","-74.021","501"
"434",3,"71.8.36.210","US","United States","AL","Alabama","Russellville","35653","America/Chicago","34.508","-87.729","691"
"435",35,"72.201.31.238","US","United States","AZ","Arizona","Mesa","85204","America/Phoenix","33.397","-111.786","753"
"436",12,"77.236.97.26","DE","Germany","NW","North Rhine-Westphalia","Sonsbeck","47665","Europe/Berlin","51.617","6.367","0"
"437",33,"78.39.61.135","IR","Iran","06","Bushehr","Bandar Būshehr","","Asia/Tehran","28.968","50.839","0"
"438",12,"81.8.0.2","TR","Turkey","","","","","Europe/Istanbul","41.014","28.955","0"
"439",2,"82.102.180.11","IL","Israel","M","Central District","Yavne","","Asia/Jerusalem","31.816","34.721","0"
"440",12,"82.165.139.87","DE","Germany","","","","","","51","9","0"
"441",4,"82.200.168.66","KZ","Kazakhstan","AST","Astana Qalasy","Astana","","Asia/Almaty","51.181","71.428","0"
"442",14,"85.114.141.217","DE","Germany","","","","","","51","9","0"
"443",8,"85.172.190.126","RU","Russia","KC","Karachayevo-Cherkesiya","Cherkessk","","Europe/Moscow","44.223","42.058","0"
"444",4,"85.17.95.184","NL","Netherlands","NH","North Holland","Amsterdam","1000","Europe/Amsterdam","52.374","4.89","0"
"445",13,"88.132.42.67","HU","Hungary","BZ","Borsod-Abaúj-Zemplén","Tarcal","3915","Europe/Budapest","48.133","21.35","0"
"446",62,"88.150.240.59","GB","United Kingdom","","","","","Europe/London","51.5","-0.13","0"
"447",60,"91.194.84.124","DE","Germany","","","","","","51","9","0"
"448",3,"92.61.39.124","LT","Republic of Lithuania","","","","","Europe/Vilnius","56","24","0"
"449",42,"95.70.201.28","TR","Turkey","","","","","Europe/Istanbul","41.014","28.955","0"
